ip,app,device,os,channel,click_hour,click_time
10.0.26.9,com.android.chrome,desktop,Windows,organic,5,2025-01-02 21:34:48
10.0.35.9,com.shopping.app,mobile,Android,organic,15,2025-01-02 11:25:21
10.0.26.5,com.news.app,desktop,iOS,organic,16,2025-01-02 17:31:28
10.0.44.8,com.news.app,mobile,Android,organic,9,2025-01-02 23:37:41
10.0.38.1,com.android.chrome,desktop,Windows,organic,7,2025-01-02 03:18:00
10.0.36.7,com.news.app,mobile,iOS,organic,12,2025-01-03 01:40:20
10.0.48.9,com.android.chrome,mobile,iOS,organic,6,2025-01-02 13:28:28
10.0.38.1,com.android.chrome,desktop,iOS,organic,16,2025-01-02 19:34:51
10.0.32.3,com.shopping.app,mobile,Windows,organic,11,2025-01-02 11:26:52
10.0.8.2,com.news.app,mobile,Android,organic,20,2025-01-02 07:22:55
10.0.32.4,com.news.app,mobile,Windows,organic,6,2025-01-02 01:16:48
10.0.15.8,com.android.chrome,mobile,Android,organic,15,2025-01-02 03:19:03
10.0.29.7,com.android.chrome,mobile,iOS,organic,17,2025-01-02 21:38:24
10.0.32.2,com.shopping.app,desktop,Windows,organic,15,2025-01-02 09:25:48
10.0.28.5,com.news.app,mobile,Windows,organic,11,2025-01-01 19:10:50
10.0.40.4,com.shopping.app,mobile,iOS,organic,12,2025-01-02 19:37:07
10.0.4.3,com.news.app,desktop,Android,organic,14,2025-01-02 03:19:48
10.0.3.6,com.news.app,desktop,Android,organic,5,2025-01-01 21:13:18
10.0.7.7,com.shopping.app,mobile,iOS,organic,23,2025-01-03 01:44:40
10.0.41.1,com.android.chrome,mobile,iOS,organic,8,2025-01-02 17:36:00
10.0.34.8,com.news.app,desktop,iOS,organic,14,2025-01-02 05:22:40
10.0.11.9,com.android.chrome,mobile,Android,organic,6,2025-01-02 13:31:58
10.0.9.3,com.news.app,desktop,Windows,organic,7,2025-01-01 23:16:06
10.0.35.9,com.android.chrome,mobile,iOS,organic,11,2025-01-02 07:25:29
10.0.46.7,com.android.chrome,desktop,Windows,organic,8,2025-01-02 19:39:40
10.0.21.1,com.android.chrome,desktop,iOS,organic,11,2025-01-02 07:25:51
10.0.29.2,com.news.app,desktop,Android,organic,6,2025-01-02 17:37:52
10.0.4.7,com.android.chrome,desktop,iOS,organic,10,2025-01-02 13:33:22
10.0.33.2,com.shopping.app,mobile,Windows,organic,8,2025-01-02 17:38:24
10.0.44.4,com.news.app,mobile,iOS,organic,13,2025-01-02 21:43:30
10.0.24.2,com.android.chrome,mobile,Android,organic,7,2025-01-02 01:19:28
10.0.23.9,com.news.app,mobile,Windows,organic,20,2025-01-02 07:26:57
10.0.21.4,com.news.app,desktop,iOS,organic,12,2025-01-03 01:49:20
10.0.23.4,com.news.app,desktop,Windows,organic,15,2025-01-02 07:27:19
10.0.33.4,com.news.app,mobile,Android,organic,19,2025-01-01 23:17:30
10.0.33.9,com.news.app,mobile,Android,organic,9,2025-01-01 23:17:37
10.0.17.8,com.shopping.app,mobile,Android,organic,12,2025-01-02 09:30:24
10.0.40.6,com.news.app,mobile,Windows,organic,16,2025-01-02 09:30:36
10.0.18.7,com.news.app,desktop,Windows,organic,5,2025-01-02 01:20:32
10.0.40.5,com.news.app,mobile,Android,organic,16,2025-01-01 23:18:05
10.0.26.7,com.news.app,mobile,iOS,organic,6,2025-01-03 01:52:00
10.0.25.8,com.shopping.app,desktop,Android,organic,10,2025-01-02 19:44:29
10.0.4.6,com.shopping.app,mobile,Android,organic,15,2025-01-02 15:39:30
10.0.3.8,com.news.app,desktop,iOS,organic,5,2025-01-02 19:45:03
10.0.1.6,com.android.chrome,desktop,Windows,organic,14,2025-01-02 23:50:40
10.0.34.2,com.news.app,desktop,Windows,organic,21,2025-01-01 23:18:47
10.0.20.5,com.shopping.app,mobile,iOS,organic,8,2025-01-02 21:48:36
10.0.18.1,com.news.app,mobile,Windows,organic,8,2025-01-02 11:35:19
10.0.42.5,com.news.app,mobile,Android,organic,5,2025-01-02 03:24:36
10.0.45.5,com.android.chrome,desktop,Android,organic,6,2025-01-01 23:19:15
10.0.17.2,com.shopping.app,mobile,Android,organic,8,2025-01-02 23:52:34
10.0.49.9,com.news.app,desktop,iOS,organic,17,2025-01-02 03:25:03
10.0.21.1,com.shopping.app,desktop,Windows,organic,12,2025-01-02 05:28:00
10.0.44.6,com.news.app,mobile,iOS,organic,9,2025-01-02 15:42:15
10.0.8.7,com.news.app,desktop,iOS,organic,7,2025-01-02 03:25:30
10.0.21.6,com.android.chrome,mobile,Android,organic,21,2025-01-02 09:34:12
10.0.7.7,com.news.app,desktop,Android,organic,16,2025-01-01 23:20:04
10.0.8.6,com.news.app,desktop,iOS,organic,9,2025-01-02 21:51:54
10.0.45.3,com.news.app,mobile,iOS,organic,19,2025-01-02 09:34:48
10.0.48.6,com.news.app,mobile,iOS,organic,13,2025-01-02 01:23:20
10.0.42.3,com.news.app,mobile,Windows,organic,8,2025-01-02 17:46:56
10.0.19.7,com.shopping.app,desktop,Android,organic,11,2025-01-02 17:47:12
10.0.9.2,com.shopping.app,mobile,Android,organic,10,2025-01-02 03:26:42
10.0.19.1,com.shopping.app,mobile,Android,organic,8,2025-01-02 11:38:47
10.0.13.3,com.shopping.app,mobile,Android,organic,14,2025-01-02 23:57:00
10.0.11.3,com.shopping.app,mobile,Android,organic,16,2025-01-02 17:48:16
10.0.1.8,com.news.app,desktop,Android,organic,9,2025-01-02 03:27:18
10.0.1.9,com.news.app,desktop,iOS,organic,10,2025-01-02 13:42:42
10.0.16.9,com.android.chrome,desktop,Windows,organic,20,2025-01-02 15:46:00
10.0.1.4,com.news.app,mobile,Windows,organic,8,2025-01-02 11:40:05
10.0.3.5,com.news.app,mobile,iOS,organic,15,2025-01-02 17:49:36
10.0.43.8,com.android.chrome,mobile,iOS,organic,17,2025-01-02 01:24:56
10.0.49.8,com.news.app,mobile,iOS,organic,16,2025-01-02 17:50:08
10.0.2.2,com.shopping.app,mobile,iOS,organic,7,2025-01-02 09:37:48
10.0.38.8,com.shopping.app,mobile,Android,organic,10,2025-01-03 02:03:20
10.0.47.5,com.news.app,desktop,iOS,organic,13,2025-01-01 23:22:17
10.0.30.8,com.news.app,desktop,Android,organic,13,2025-01-02 15:48:00
10.0.24.7,com.shopping.app,desktop,iOS,organic,20,2025-01-03 02:04:20
10.0.47.6,com.shopping.app,mobile,iOS,organic,9,2025-01-02 11:42:02
10.0.27.1,com.news.app,mobile,iOS,organic,12,2025-01-02 17:52:00
10.0.46.3,com.news.app,desktop,iOS,organic,10,2025-01-02 19:55:32
10.0.3.8,com.android.chrome,desktop,iOS,organic,14,2025-01-02 09:39:24
10.0.41.1,com.shopping.app,mobile,Android,organic,11,2025-01-03 02:06:00
10.0.4.1,com.news.app,desktop,iOS,organic,20,2025-01-02 15:49:45
10.0.25.9,com.shopping.app,desktop,Android,organic,15,2025-01-02 05:33:20
10.0.24.1,com.shopping.app,mobile,Android,organic,11,2025-01-01 21:20:06
10.0.15.2,com.news.app,desktop,Android,organic,11,2025-01-02 11:43:46
10.0.32.8,com.android.chrome,desktop,iOS,organic,8,2025-01-01 19:16:55
10.0.19.1,com.shopping.app,mobile,Windows,organic,7,2025-01-02 17:54:24
10.0.22.2,com.news.app,desktop,iOS,organic,9,2025-01-02 19:58:05
10.0.1.8,com.news.app,desktop,iOS,organic,8,2025-01-02 17:54:56
10.0.37.7,com.android.chrome,desktop,Windows,organic,8,2025-01-01 21:20:42
10.0.20.8,com.android.chrome,desktop,Android,organic,7,2025-01-03 00:05:52
10.0.11.2,com.news.app,desktop,Windows,organic,10,2025-01-02 03:31:21
10.0.35.8,com.shopping.app,desktop,Windows,organic,8,2025-01-02 01:28:00
10.0.35.2,com.android.chrome,mobile,Android,organic,10,2025-01-02 03:31:39
10.0.35.9,com.shopping.app,desktop,Windows,organic,15,2025-01-02 15:53:00
10.0.48.4,com.shopping.app,desktop,iOS,organic,7,2025-01-02 22:03:54
10.0.32.6,com.shopping.app,desktop,Android,organic,21,2025-01-02 11:46:22
10.0.3.9,com.shopping.app,desktop,Android,organic,8,2025-01-03 02:11:40
10.0.48.5,com.android.chrome,desktop,iOS,organic,6,2025-01-01 21:21:36
10.0.6.8,com.shopping.app,desktop,Android,organic,14,2025-01-02 20:01:29
10.0.21.8,com.shopping.app,desktop,iOS,organic,6,2025-01-01 21:21:48
10.0.30.1,com.android.chrome,desktop,Windows,organic,11,2025-01-02 17:58:24
10.0.28.8,com.shopping.app,desktop,Windows,organic,12,2025-01-02 20:02:20
10.0.39.4,com.android.chrome,desktop,Android,organic,19,2025-01-01 19:18:25
10.0.13.7,com.news.app,desktop,Android,organic,17,2025-01-02 11:48:06
10.0.9.6,com.shopping.app,desktop,iOS,organic,11,2025-01-01 19:18:35
10.0.5.1,com.news.app,mobile,iOS,organic,18,2025-01-02 15:56:00
10.0.7.8,com.shopping.app,desktop,iOS,organic,17,2025-01-02 11:48:45
10.0.32.1,com.shopping.app,desktop,Android,organic,7,2025-01-02 03:33:54
10.0.47.6,com.shopping.app,mobile,Android,organic,14,2025-01-02 05:37:50
10.0.46.4,com.shopping.app,desktop,Android,organic,15,2025-01-02 22:08:24
10.0.14.4,com.android.chrome,mobile,Windows,organic,14,2025-01-01 21:22:54
10.0.4.3,com.android.chrome,desktop,Android,organic,10,2025-01-02 05:38:20
10.0.29.7,com.shopping.app,desktop,iOS,organic,4,2025-01-01 23:26:57
10.0.32.5,com.news.app,desktop,iOS,organic,9,2025-01-03 00:13:28
10.0.10.2,com.shopping.app,desktop,Windows,organic,3,2025-01-01 21:23:18
10.0.19.5,com.android.chrome,mobile,Windows,organic,8,2025-01-02 13:54:36
10.0.24.6,com.shopping.app,desktop,Windows,organic,17,2025-01-02 15:58:45
10.0.34.2,com.news.app,mobile,Android,organic,11,2025-01-02 09:47:12
10.0.19.6,com.android.chrome,desktop,Android,organic,7,2025-01-03 00:15:03
10.0.32.9,com.android.chrome,desktop,Windows,organic,19,2025-01-02 18:03:28
10.0.42.6,com.news.app,mobile,Windows,organic,7,2025-01-02 01:31:52
10.0.33.7,com.android.chrome,mobile,Windows,organic,15,2025-01-02 22:12:00
10.0.46.3,com.news.app,desktop,Windows,organic,8,2025-01-02 07:44:11
10.0.1.6,com.android.chrome,desktop,Android,organic,6,2025-01-02 01:32:16
10.0.2.5,com.android.chrome,desktop,Android,organic,10,2025-01-02 18:04:48
10.0.36.4,com.shopping.app,desktop,iOS,organic,8,2025-01-03 02:21:20
10.0.23.8,com.shopping.app,mobile,Windows,organic,12,2025-01-01 21:24:30
10.0.20.3,com.android.chrome,mobile,Windows,organic,0,2025-01-02 03:36:54
10.0.47.2,com.news.app,desktop,Android,organic,10,2025-01-03 02:22:20
10.0.37.6,com.news.app,mobile,Windows,organic,9,2025-01-02 20:10:16
10.0.26.1,com.shopping.app,mobile,Windows,organic,7,2025-01-02 16:02:15
10.0.13.7,com.android.chrome,desktop,iOS,organic,16,2025-01-02 16:02:30
10.0.46.9,com.news.app,mobile,Android,organic,7,2025-01-02 01:33:28
10.0.22.3,com.android.chrome,desktop,Android,organic,9,2025-01-01 23:29:24
10.0.22.2,com.news.app,mobile,Android,organic,5,2025-01-01 19:21:05
10.0.49.1,com.shopping.app,mobile,Windows,organic,16,2025-01-02 05:42:20
10.0.18.3,com.android.chrome,mobile,Windows,organic,18,2025-01-01 19:21:15
10.0.44.9,com.news.app,desktop,iOS,organic,21,2025-01-02 22:16:48
10.0.36.7,com.android.chrome,desktop,Windows,organic,20,2025-01-02 13:59:58
10.0.22.6,com.news.app,desktop,iOS,organic,11,2025-01-03 02:26:00
10.0.48.3,com.android.chrome,mobile,iOS,organic,8,2025-01-03 02:26:20
10.0.35.7,com.android.chrome,desktop,Windows,organic,15,2025-01-02 03:39:00
10.0.31.9,com.android.chrome,desktop,Android,organic,15,2025-01-02 01:34:48
10.0.40.7,com.news.app,mobile,Android,organic,18,2025-01-03 02:27:20
10.0.2.2,com.android.chrome,mobile,iOS,organic,7,2025-01-01 21:26:18
10.0.19.8,com.news.app,mobile,Android,organic,10,2025-01-01 21:26:24
10.0.44.8,com.android.chrome,mobile,iOS,organic,16,2025-01-02 20:15:05
10.0.15.4,com.android.chrome,mobile,Windows,organic,7,2025-01-02 18:10:56
10.0.15.7,com.android.chrome,desktop,iOS,organic,11,2025-01-02 20:15:39
10.0.19.8,com.shopping.app,desktop,Android,organic,16,2025-01-02 09:53:36
10.0.17.7,com.shopping.app,desktop,Windows,organic,13,2025-01-01 21:26:54
10.0.27.2,com.shopping.app,desktop,Windows,organic,7,2025-01-02 18:12:00
10.0.2.3,com.android.chrome,desktop,Android,organic,11,2025-01-01 21:27:06
10.0.23.5,com.shopping.app,desktop,Windows,organic,21,2025-01-01 21:27:12
10.0.46.5,com.news.app,mobile,Windows,organic,7,2025-01-02 11:59:09
10.0.37.6,com.news.app,desktop,Windows,organic,8,2025-01-01 21:27:24
10.0.18.7,com.android.chrome,desktop,Windows,organic,10,2025-01-01 21:27:30
10.0.3.5,com.shopping.app,mobile,iOS,organic,16,2025-01-01 19:23:00
10.0.40.8,com.shopping.app,desktop,Android,organic,18,2025-01-02 09:55:24
10.0.17.3,com.news.app,mobile,Windows,organic,16,2025-01-02 20:18:46
10.0.6.3,com.android.chrome,mobile,iOS,organic,10,2025-01-02 14:05:06
10.0.43.2,com.news.app,desktop,Android,organic,8,2025-01-01 19:23:20
10.0.29.9,com.news.app,desktop,Windows,organic,13,2025-01-03 00:28:59
10.0.39.4,com.news.app,mobile,Android,organic,12,2025-01-02 14:05:48
10.0.16.9,com.shopping.app,mobile,Windows,organic,9,2025-01-02 14:06:02
10.0.28.6,com.shopping.app,mobile,Windows,organic,8,2025-01-02 07:52:04
10.0.45.5,com.news.app,desktop,Android,organic,14,2025-01-02 14:06:30
10.0.43.7,com.news.app,desktop,iOS,organic,9,2025-01-03 02:35:20
10.0.40.5,com.news.app,mobile,Android,organic,10,2025-01-02 20:21:19
10.0.13.7,com.news.app,mobile,iOS,organic,10,2025-01-02 01:38:24
10.0.16.6,com.android.chrome,mobile,Windows,organic,13,2025-01-02 14:07:26
10.0.19.9,com.news.app,mobile,iOS,organic,5,2025-01-02 07:53:10
10.0.12.3,com.news.app,desktop,Android,organic,11,2025-01-01 19:24:15
10.0.29.5,com.shopping.app,mobile,Android,organic,19,2025-01-03 00:32:28
10.0.23.9,com.shopping.app,mobile,Windows,organic,6,2025-01-02 09:58:36
10.0.17.7,com.news.app,desktop,Android,organic,18,2025-01-02 12:03:42
10.0.9.1,com.shopping.app,desktop,iOS,organic,7,2025-01-02 16:13:45
10.0.46.7,com.news.app,mobile,Windows,organic,11,2025-01-02 20:23:52
10.0.33.5,com.android.chrome,mobile,Windows,organic,11,2025-01-02 12:04:21
10.0.45.2,com.news.app,desktop,iOS,organic,8,2025-01-03 02:39:20
10.0.44.2,com.android.chrome,mobile,iOS,organic,13,2025-01-03 00:34:41
10.0.37.4,com.android.chrome,mobile,iOS,organic,17,2025-01-02 05:50:00
10.0.12.4,com.android.chrome,desktop,Android,organic,8,2025-01-01 23:35:07
10.0.13.3,com.news.app,mobile,Windows,organic,12,2025-01-02 16:15:30
10.0.19.2,com.news.app,desktop,iOS,organic,11,2025-01-03 02:41:00
10.0.31.6,com.shopping.app,desktop,Windows,organic,17,2025-01-02 16:16:00
10.0.44.2,com.shopping.app,desktop,Windows,organic,11,2025-01-02 10:01:00
10.0.44.3,com.android.chrome,mobile,Windows,organic,4,2025-01-02 16:16:30
10.0.37.7,com.shopping.app,desktop,Windows,organic,8,2025-01-01 19:25:35
10.0.15.4,com.android.chrome,desktop,Windows,organic,15,2025-01-01 21:30:48
10.0.35.8,com.shopping.app,desktop,Android,organic,12,2025-01-02 10:01:48
10.0.24.3,com.shopping.app,mobile,iOS,organic,15,2025-01-01 21:31:00
10.0.3.1,com.android.chrome,mobile,Windows,organic,18,2025-01-02 18:22:56
10.0.30.8,com.android.chrome,desktop,iOS,organic,4,2025-01-03 00:38:48
10.0.38.6,com.shopping.app,desktop,Android,organic,7,2025-01-02 07:57:23
10.0.20.4,com.news.app,desktop,Windows,organic,7,2025-01-03 02:44:40
10.0.24.6,com.news.app,mobile,Windows,organic,12,2025-01-02 03:47:15
10.0.32.1,com.news.app,mobile,Android,organic,15,2025-01-02 20:29:32
10.0.30.5,com.shopping.app,mobile,Windows,organic,9,2025-01-02 16:19:15
10.0.32.3,com.shopping.app,desktop,iOS,organic,18,2025-01-03 00:40:42
10.0.28.6,com.android.chrome,mobile,Android,organic,18,2025-01-03 00:41:01
10.0.36.1,com.news.app,desktop,Android,organic,7,2025-01-02 01:42:40
10.0.20.2,com.news.app,desktop,iOS,organic,12,2025-01-02 05:53:30
10.0.21.2,com.shopping.app,desktop,iOS,organic,22,2025-01-02 07:59:02
10.0.33.6,com.news.app,mobile,Windows,organic,5,2025-01-02 18:26:08
10.0.19.2,com.shopping.app,desktop,iOS,organic,5,2025-01-02 20:31:48
10.0.17.7,com.news.app,mobile,Windows,organic,10,2025-01-01 21:32:30
10.0.46.8,com.shopping.app,mobile,Android,organic,17,2025-01-03 02:48:40
10.0.40.2,com.shopping.app,desktop,Android,organic,10,2025-01-02 03:49:03
10.0.6.6,com.android.chrome,mobile,Windows,organic,1,2025-01-02 16:22:00
10.0.19.2,com.news.app,mobile,Android,organic,14,2025-01-02 14:16:46
10.0.18.8,com.android.chrome,desktop,Windows,organic,8,2025-01-02 20:33:30
10.0.5.8,com.android.chrome,desktop,iOS,organic,6,2025-01-02 20:33:47
10.0.5.1,com.android.chrome,desktop,Windows,organic,6,2025-01-02 16:23:00
10.0.23.9,com.android.chrome,mobile,Windows,organic,18,2025-01-02 01:44:24
10.0.49.4,com.shopping.app,desktop,Windows,organic,0,2025-01-02 03:50:06
10.0.23.2,com.shopping.app,mobile,Android,organic,12,2025-01-03 00:46:05
10.0.26.5,com.android.chrome,mobile,Android,organic,12,2025-01-03 02:52:00
10.0.37.3,com.news.app,mobile,Android,organic,6,2025-01-02 16:24:15
10.0.31.9,com.android.chrome,mobile,iOS,organic,7,2025-01-02 08:01:58
10.0.22.4,com.news.app,mobile,iOS,organic,18,2025-01-02 14:19:06
10.0.40.5,com.android.chrome,mobile,iOS,organic,6,2025-01-01 23:39:40
10.0.13.9,com.shopping.app,desktop,iOS,organic,17,2025-01-02 12:13:53
10.0.46.1,com.shopping.app,mobile,Android,organic,7,2025-01-02 16:25:30
10.0.20.1,com.news.app,mobile,Windows,organic,23,2025-01-01 21:34:18
10.0.36.6,com.shopping.app,desktop,iOS,organic,11,2025-01-02 16:26:00
10.0.7.7,com.shopping.app,mobile,Android,organic,12,2025-01-02 10:09:00
10.0.32.9,com.android.chrome,desktop,iOS,organic,5,2025-01-02 01:46:08
10.0.4.7,com.android.chrome,desktop,Windows,organic,4,2025-01-01 23:40:29
10.0.44.3,com.news.app,desktop,Android,organic,7,2025-01-02 10:09:36
10.0.48.2,com.android.chrome,mobile,iOS,organic,7,2025-01-01 19:29:05
10.0.9.7,com.news.app,mobile,Windows,organic,11,2025-01-01 19:29:10
10.0.12.7,com.android.chrome,mobile,Android,organic,14,2025-01-02 03:52:39
10.0.26.8,com.news.app,desktop,iOS,organic,15,2025-01-02 05:58:40
10.0.2.3,com.news.app,mobile,Windows,organic,11,2025-01-03 00:51:47
10.0.31.3,com.news.app,desktop,Android,organic,9,2025-01-02 22:46:12
10.0.2.2,com.news.app,mobile,Android,organic,5,2025-01-02 22:46:30
10.0.5.2,com.android.chrome,mobile,iOS,organic,12,2025-01-01 19:29:40
10.0.33.3,com.android.chrome,desktop,iOS,organic,11,2025-01-02 18:35:12
10.0.8.6,com.shopping.app,desktop,iOS,organic,10,2025-01-02 12:17:34
10.0.31.6,com.android.chrome,mobile,iOS,organic,5,2025-01-02 12:17:47
10.0.16.6,com.shopping.app,mobile,Android,organic,7,2025-01-02 03:54:00
10.0.44.6,com.shopping.app,desktop,Windows,organic,13,2025-01-02 01:48:08
10.0.39.8,com.shopping.app,mobile,Windows,organic,19,2025-01-02 12:18:26
10.0.36.5,com.shopping.app,mobile,iOS,organic,14,2025-01-01 21:36:18
10.0.12.7,com.shopping.app,mobile,iOS,organic,13,2025-01-02 06:00:40
10.0.3.8,com.news.app,mobile,Android,organic,9,2025-01-02 12:19:05
10.0.14.2,com.news.app,mobile,Android,organic,6,2025-01-02 08:07:06
10.0.41.9,com.news.app,mobile,Windows,organic,12,2025-01-02 22:50:06
10.0.23.8,com.android.chrome,mobile,Windows,organic,14,2025-01-02 16:32:00
10.0.27.3,com.shopping.app,mobile,iOS,organic,21,2025-01-01 23:43:03
10.0.2.8,com.news.app,desktop,iOS,organic,16,2025-01-02 03:55:30
10.0.11.7,com.shopping.app,mobile,Android,organic,7,2025-01-02 18:38:56
10.0.19.8,com.android.chrome,mobile,Android,organic,8,2025-01-02 01:49:36
10.0.4.3,com.news.app,desktop,Windows,organic,20,2025-01-02 20:45:41
10.0.49.3,com.news.app,desktop,Windows,organic,16,2025-01-02 03:56:06
10.0.20.9,com.news.app,mobile,Android,organic,7,2025-01-02 22:52:30
10.0.42.8,com.shopping.app,desktop,Android,organic,15,2025-01-02 10:15:12
10.0.34.9,com.news.app,desktop,Windows,organic,17,2025-01-01 23:43:59
10.0.1.6,com.shopping.app,mobile,Android,organic,10,2025-01-02 22:53:24
10.0.48.4,com.news.app,desktop,Windows,organic,1,2025-01-02 03:56:51
10.0.11.1,com.news.app,desktop,Windows,organic,14,2025-01-02 01:50:40
10.0.40.1,com.shopping.app,desktop,Android,organic,5,2025-01-01 21:38:06
10.0.18.4,com.news.app,mobile,iOS,organic,8,2025-01-01 19:31:50
10.0.28.2,com.android.chrome,desktop,Android,organic,6,2025-01-02 16:35:45
10.0.40.9,com.android.chrome,mobile,iOS,organic,18,2025-01-02 22:55:12
10.0.7.3,com.android.chrome,mobile,iOS,organic,17,2025-01-02 10:17:00
10.0.42.8,com.news.app,mobile,iOS,organic,8,2025-01-02 10:17:12
10.0.32.2,com.news.app,mobile,Android,organic,16,2025-01-02 03:58:03
10.0.32.9,com.android.chrome,mobile,iOS,organic,12,2025-01-02 22:56:24
10.0.26.9,com.news.app,desktop,Android,organic,10,2025-01-02 10:17:48
10.0.35.4,com.android.chrome,desktop,Windows,organic,7,2025-01-01 23:45:30
10.0.45.5,com.shopping.app,desktop,Android,organic,7,2025-01-02 16:37:45
10.0.25.2,com.news.app,mobile,Android,organic,6,2025-01-02 03:58:48
10.0.20.6,com.android.chrome,desktop,iOS,organic,8,2025-01-02 12:25:09
10.0.43.8,com.shopping.app,desktop,iOS,organic,13,2025-01-02 10:18:48
10.0.38.3,com.news.app,desktop,iOS,organic,18,2025-01-02 08:12:25
10.0.28.1,com.news.app,mobile,iOS,organic,7,2025-01-02 20:52:12
10.0.20.1,com.shopping.app,mobile,Windows,organic,8,2025-01-03 01:05:43
10.0.42.5,com.shopping.app,desktop,iOS,organic,14,2025-01-02 08:12:58
10.0.34.2,com.shopping.app,desktop,Windows,organic,6,2025-01-03 03:13:00
10.0.19.2,com.news.app,mobile,iOS,organic,12,2025-01-03 03:13:20
10.0.45.1,com.android.chrome,desktop,Windows,organic,10,2025-01-02 23:00:18
10.0.15.5,com.android.chrome,desktop,iOS,organic,4,2025-01-02 08:13:42
10.0.20.6,com.news.app,desktop,iOS,organic,16,2025-01-02 06:07:10
10.0.2.9,com.android.chrome,mobile,Android,organic,6,2025-01-02 10:20:48
10.0.19.1,com.shopping.app,mobile,Windows,organic,9,2025-01-03 03:15:00
10.0.38.2,com.shopping.app,mobile,iOS,organic,13,2025-01-02 16:41:30
10.0.3.7,com.shopping.app,mobile,iOS,organic,17,2025-01-03 03:15:40
10.0.2.8,com.android.chrome,mobile,Windows,organic,8,2025-01-02 12:28:24
10.0.39.3,com.android.chrome,desktop,Windows,organic,17,2025-01-02 01:54:32
10.0.11.5,com.news.app,desktop,iOS,organic,10,2025-01-03 03:16:40
10.0.1.6,com.news.app,mobile,iOS,organic,17,2025-01-02 16:42:45
10.0.4.4,com.news.app,mobile,iOS,organic,19,2025-01-03 01:10:28
10.0.28.9,com.android.chrome,desktop,Windows,organic,10,2025-01-02 16:43:15
10.0.22.7,com.shopping.app,mobile,Android,organic,8,2025-01-03 03:18:00
10.0.8.8,com.shopping.app,desktop,Windows,organic,11,2025-01-02 14:36:50
10.0.14.7,com.shopping.app,desktop,Windows,organic,6,2025-01-01 23:48:32
10.0.23.6,com.android.chrome,desktop,Android,organic,14,2025-01-02 23:05:06
10.0.1.8,com.android.chrome,mobile,iOS,organic,14,2025-01-01 23:48:46
10.0.8.9,com.news.app,mobile,Windows,organic,11,2025-01-02 08:16:49
10.0.24.8,com.android.chrome,mobile,iOS,organic,11,2025-01-01 19:35:00
10.0.16.8,com.android.chrome,desktop,iOS,organic,6,2025-01-02 18:52:16
10.0.9.7,com.news.app,desktop,Windows,organic,9,2025-01-02 04:03:18
10.0.21.6,com.news.app,mobile,Android,organic,8,2025-01-02 20:59:51
10.0.18.8,com.android.chrome,mobile,Windows,organic,12,2025-01-02 23:07:12
10.0.3.3,com.shopping.app,desktop,Android,organic,10,2025-01-01 19:35:25
10.0.39.1,com.news.app,desktop,Android,organic,17,2025-01-03 03:22:00
10.0.26.6,com.shopping.app,desktop,iOS,organic,15,2025-01-02 23:08:06
10.0.48.1,com.news.app,desktop,Android,organic,11,2025-01-01 21:42:48
10.0.4.1,com.shopping.app,mobile,Android,organic,13,2025-01-02 16:47:15
10.0.38.5,com.shopping.app,desktop,Android,organic,10,2025-01-02 16:47:30
10.0.40.5,com.android.chrome,mobile,Android,organic,7,2025-01-02 23:09:18
10.0.33.3,com.shopping.app,desktop,iOS,organic,16,2025-01-02 18:55:12
10.0.20.5,com.android.chrome,mobile,iOS,organic,19,2025-01-02 06:12:10
10.0.12.9,com.news.app,mobile,Windows,organic,8,2025-01-02 14:41:16
10.0.5.1,com.shopping.app,mobile,Android,organic,14,2025-01-02 21:03:15
10.0.33.3,com.shopping.app,mobile,Android,organic,15,2025-01-02 12:34:28
10.0.22.6,com.android.chrome,mobile,Windows,organic,15,2025-01-02 21:03:49
10.0.41.4,com.shopping.app,mobile,Android,organic,8,2025-01-02 21:04:06
10.0.6.1,com.android.chrome,mobile,Windows,organic,6,2025-01-03 01:19:01
10.0.39.7,com.android.chrome,desktop,Android,organic,15,2025-01-01 21:44:00
10.0.1.3,com.android.chrome,mobile,iOS,organic,10,2025-01-02 08:20:51
10.0.16.4,com.shopping.app,desktop,Windows,organic,15,2025-01-02 21:05:14
10.0.13.4,com.android.chrome,desktop,Android,organic,5,2025-01-01 21:44:18
10.0.10.5,com.android.chrome,desktop,iOS,organic,14,2025-01-02 18:58:24
10.0.19.2,com.android.chrome,desktop,Android,organic,8,2025-01-03 01:20:55
10.0.38.6,com.news.app,desktop,Android,organic,18,2025-01-02 04:06:54
10.0.31.8,com.news.app,mobile,iOS,organic,7,2025-01-02 21:06:39
10.0.45.9,com.android.chrome,mobile,Windows,organic,10,2025-01-03 03:29:20
10.0.47.2,com.news.app,mobile,iOS,organic,21,2025-01-03 03:29:40
10.0.41.5,com.shopping.app,mobile,Android,organic,5,2025-01-02 06:15:00
10.0.9.6,com.android.chrome,mobile,Windows,organic,10,2025-01-02 12:37:43
10.0.6.9,com.shopping.app,desktop,Windows,organic,8,2025-01-03 01:23:08
10.0.6.9,com.news.app,desktop,iOS,organic,5,2025-01-02 04:07:57
10.0.12.1,com.shopping.app,mobile,iOS,organic,15,2025-01-02 21:08:38
10.0.8.8,com.news.app,mobile,iOS,organic,13,2025-01-01 21:45:30
10.0.19.3,com.android.chrome,mobile,Android,organic,22,2025-01-02 16:54:00
